,ID,Name,Rating,Rating_score,Rating_bin,Cluster,Predict_bin
92965,8712,Olive Kitteridge,it was amazing,5,1,3,1.0
127833,8712,The Joke,really liked it,4,1,1,1.0
20920,8712,Charlotte's Web,it was amazing,5,1,1,0.0
128070,8712,Too Loud a Solitude,it was amazing,5,1,1,1.0
11043,8712,The Catcher in the Rye,liked it,3,0,1,1.0
170775,8712,The Best American Comics 2007,it was amazing,5,1,1,1.0
14928,8712,1984,really liked it,4,1,1,1.0
111027,8712,The Book of Laughter and Forgetting,really liked it,4,1,1,1.0
30582,8712,The Wind in the Willows,it was amazing,5,1,1,1.0
170779,8715,A History of the Jews,really liked it,4,1,2,1.0
20734,8715,The Tipping Point: How Little Things Can Make a Big Difference,really liked it,4,1,2,0.0
170783,8715,The Nuclear Express: A Political History of the Bomb and Its Proliferation,it was amazing,5,1,2,0.0
21713,8715,Blink: The Power of Thinking Without Thinking,really liked it,4,1,3,0.0
66273,8715,"The Name of the Wind (The Kingkiller Chronicle, #1)",it was amazing,5,1,3,0.0
15366,8715,Outliers: The Story of Success,really liked it,4,1,3,0.0
69466,8724,Cat's Cradle,really liked it,4,1,3,0.0
65325,8724,"Quicksilver (The Baroque Cycle, #1)",liked it,3,0,3,0.0
51931,8724,Animal Farm,really liked it,4,1,3,0.0
19581,8724,Lord of the Flies,really liked it,4,1,1,1.0
84046,8742,Chasing The Flame: Sergio Vieira de Mello and the Fight to Save the World,really liked it,4,1,3,1.0
76192,8742,The Amazing Adventures of Kavalier & Clay,really liked it,4,1,3,1.0
58090,8742,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",really liked it,4,1,3,1.0
2738,8742,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,really liked it,4,1,3,1.0
62396,8742,On Beauty,really liked it,4,1,3,1.0
63280,8742,Empire Falls,it was amazing,5,1,3,1.0
170812,8742,A Bed for the Night: Humanitarianism in Crisis,really liked it,4,1,3,1.0
43505,8742,Giovanni's Room,it was amazing,5,1,3,1.0
39595,8742,Freedom,liked it,3,0,3,1.0
26742,8742,"Ender's Game (Ender's Saga, #1)",really liked it,4,1,3,1.0
72498,8742,War and Peace,it was amazing,5,1,3,1.0
50347,8742,Disgrace,really liked it,4,1,3,1.0
120279,8742,No One Belongs Here More Than You,really liked it,4,1,3,1.0
32960,8742,The Secret History,really liked it,4,1,3,1.0
41338,8742,"Cry, the Beloved Country",really liked it,4,1,3,1.0
101987,8742,Sister Outsider: Essays and Speeches,it was amazing,5,1,1,1.0
92305,8742,Mrs. Dalloway,it was amazing,5,1,1,1.0
32004,8742,Me Talk Pretty One Day,really liked it,4,1,1,1.0
152351,8742,The Essential Dykes to Watch Out For,it was amazing,5,1,1,1.0
55214,8742,Blindness,it was amazing,5,1,1,1.0
109950,8742,Savage Inequalities: Children in America's Schools,it was amazing,5,1,1,1.0
54833,8742,Love in the Time of Cholera,it was amazing,5,1,1,1.0
170818,8742,Loosestrife,really liked it,4,1,1,1.0
68317,8742,A Million Little Pieces,liked it,3,0,1,1.0
170819,8742,The Trap: Selling Out to Stay Afloat in Winner-Take-All America,it was amazing,5,1,2,1.0
161643,8742,Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,it was amazing,5,1,2,1.0
170811,8742,American Law: An Introduction,really liked it,4,1,2,1.0
152408,8742,The Bottom Billion: Why the Poorest Countries Are Failing and What Can Be Done About It,it was amazing,5,1,2,1.0
29142,8748,"The Da Vinci Code (Robert Langdon, #2)",did not like it,1,0,3,1.0
35408,8748,White Teeth,really liked it,4,1,3,0.0
93744,8748,"Preacher, Volume 9: Alamo",liked it,3,0,3,1.0
12153,8748,The Great Gatsby,really liked it,4,1,3,1.0
130866,8748,"Ship of Destiny (Liveship Traders, #3)",really liked it,4,1,3,0.0
44943,8748,The House of the Spirits,it was amazing,5,1,3,1.0
154077,8748,The Unlikely Disciple: A Sinner's Semester at America's Holiest University,really liked it,4,1,3,1.0
32961,8748,The Secret History,really liked it,4,1,3,1.0
81267,8748,The Yiddish Policemen's Union,liked it,3,0,3,1.0
28286,8748,"Dune (Dune Chronicles, #1)",liked it,3,0,3,0.0
29888,8748,"A Game of Thrones (A Song of Ice and Fire, #1)",really liked it,4,1,3,1.0
69293,8748,A Walk in the Woods: Rediscovering America on the Appalachian Trail,liked it,3,0,3,1.0
7225,8748,"A Storm of Swords (A Song of Ice and Fire, #3)",really liked it,4,1,3,0.0
45450,8748,The Changeling,really liked it,4,1,3,0.0
54143,8748,The Crying of Lot 49,liked it,3,0,0,0.0
76873,8748,"The Ghost Brigades (Old Man's War, #2)",liked it,3,0,0,0.0
137236,8748,"Royal Assassin (Farseer Trilogy, #2)",liked it,3,0,0,0.0
41722,8748,"Are You There God? It's Me, Margaret",liked it,3,0,0,1.0
93720,8748,"Preacher, Volume 7: Salvation",liked it,3,0,0,1.0
168843,8748,Long Division,it was amazing,5,1,0,1.0
125959,8748,"The Knife of Never Letting Go (Chaos Walking, #1)",really liked it,4,1,0,1.0
99801,8748,Paper Towns,liked it,3,0,0,1.0
47628,8748,The God of Small Things,it was amazing,5,1,0,1.0
155330,8748,At Swim-Two-Birds,really liked it,4,1,1,0.0
87723,8748,Grendel,it was amazing,5,1,1,1.0
73661,8748,Wuthering Heights,really liked it,4,1,1,1.0
99202,8748,Fear of Music,it was amazing,5,1,1,1.0
168512,8761,"Return to Howliday Inn (Bunnicula, #5)",it was ok,2,0,0,0.0
90555,8761,Sharp Objects,liked it,3,0,0,1.0
108864,8761,"The Black Dahlia (L.A. Quartet, #1)",liked it,3,0,0,1.0
107402,8761,"The Celery Stalks at Midnight (Bunnicula, #3)",liked it,3,0,0,0.0
109064,8761,"Reliquary (Pendergast, #2)",it was ok,2,0,0,1.0
1792,8761,"The Girl with the Dragon Tattoo (Millennium, #1)",really liked it,4,1,0,0.0
694,8761,"The Hunger Games (The Hunger Games, #1)",liked it,3,0,0,1.0
170205,8761,"Nighty-Nightmare (Bunnicula, #4)",it was ok,2,0,0,1.0
22740,8761,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",liked it,3,0,0,1.0
118677,8761,"Extras (Uglies, #4)",it was ok,2,0,0,1.0
87864,8761,Alias Grace,really liked it,4,1,3,1.0
84665,8761,What Is the What,really liked it,4,1,3,1.0
9482,8761,Sphere,it was ok,2,0,3,1.0
27690,8761,The Time Traveler's Wife,really liked it,4,1,3,1.0
34018,8761,The Curious Incident of the Dog in the Night-Time,really liked it,4,1,3,1.0
82770,8761,The Blind Assassin,it was amazing,5,1,3,0.0
82498,8761,Dress Your Family in Corduroy and Denim,liked it,3,0,3,0.0
15209,8761,"The Two Towers (The Lord of the Rings, #2)",really liked it,4,1,3,1.0
21902,8761,Sense and Sensibility,liked it,3,0,3,1.0
78836,8761,Northanger Abbey,liked it,3,0,3,1.0
38413,8761,Madame Bovary,liked it,3,0,3,1.0
61104,8761,Naked,really liked it,4,1,3,0.0
170845,8761,The Amnesiac,liked it,3,0,3,1.0
170847,8761,The Speed Queen,really liked it,4,1,3,1.0
108958,8761,Revival,really liked it,4,1,3,0.0
66914,8761,Motherless Brooklyn,really liked it,4,1,3,0.0
7226,8761,"A Storm of Swords (A Song of Ice and Fire, #3)",it was amazing,5,1,3,1.0
119332,8761,When You Are Engulfed in Flames,really liked it,4,1,3,1.0
91889,8761,The Mysteries of Pittsburgh,liked it,3,0,1,1.0
12538,8761,The Grapes of Wrath,really liked it,4,1,1,1.0
31242,8761,"Eat, Pray, Love",liked it,3,0,1,1.0
19584,8761,Lord of the Flies,it was amazing,5,1,1,1.0
130416,8761,Children Playing Before a Statue of Hercules,really liked it,4,1,1,1.0
64486,8761,The Stranger,it was amazing,5,1,1,1.0
34812,8761,Persuasion,it was amazing,5,1,1,1.0
23250,8793,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",really liked it,4,1,0,1.0
100919,8793,The Undomestic Goddess,it was amazing,5,1,0,0.0
114247,8793,"Anne's House of Dreams (Anne of Green Gables, #5)",it was amazing,5,1,0,1.0
7784,8793,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",liked it,3,0,0,0.0
17829,8793,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",liked it,3,0,0,1.0
155643,8793,"Divine Justice (Camel Club, #4)",it was amazing,5,1,0,0.0
112051,8793,"One for the Money (Stephanie Plum, #1)",really liked it,4,1,0,0.0
122730,8793,"Pardonable Lies (Maisie Dobbs, #3)",it was amazing,5,1,0,1.0
23751,8793,Life of Pi,liked it,3,0,0,1.0
22741,8793,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",liked it,3,0,0,1.0
114085,8793,"The First Four Years (Little House, #9)",really liked it,4,1,3,0.0
4648,8793,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",it was amazing,5,1,3,1.0
91518,8793,The Jane Austen Book Club,liked it,3,0,3,1.0
48703,8793,"The Eyre Affair (Thursday Next, #1)",it was amazing,5,1,3,1.0
164982,8793,Top Girls,it was amazing,5,1,3,0.0
88225,8793,In Cold Blood,it was amazing,5,1,3,0.0
170914,8793,"When Christ and His Saints Slept (Henry II & Eleanor of Aquitaine, #1)",really liked it,4,1,3,0.0
170913,8793,"Shoulder the Sky (World War I, #2)",really liked it,4,1,3,1.0
88787,8793,"Maisie Dobbs (Maisie Dobbs, #1)",it was amazing,5,1,3,0.0
79228,8793,The Shell Seekers,liked it,3,0,3,0.0
39371,8793,"The Long Winter (Little House, #6)",it was amazing,5,1,3,0.0
51293,8794,The White Tiger,liked it,3,0,3,1.0
112961,8794,"Inkspell (Inkworld, #2)",really liked it,4,1,3,1.0
12159,8794,The Great Gatsby,it was amazing,5,1,3,1.0
49718,8794,Water for Elephants,it was amazing,5,1,3,1.0
98764,8794,The Distant Land of My Father,liked it,3,0,3,0.0
113040,8794,"Inkdeath (Inkworld, #3)",really liked it,4,1,3,0.0
29890,8794,"A Game of Thrones (A Song of Ice and Fire, #1)",really liked it,4,1,3,1.0
117720,8794,"The Last Olympian (Percy Jackson and the Olympians, #5)",it was amazing,5,1,3,1.0
61922,8794,The Secret Life of Bees,really liked it,4,1,3,0.0
27692,8794,The Time Traveler's Wife,really liked it,4,1,3,0.0
76447,8794,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",it was ok,2,0,0,1.0
112981,8794,"Inkheart (Inkworld, #1)",really liked it,4,1,0,1.0
8079,8794,"The Girl Who Played with Fire (Millennium, #2)",it was ok,2,0,0,1.0
85601,8794,"Dead to the World (Sookie Stackhouse, #4)",did not like it,1,0,0,0.0
117918,8794,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",it was amazing,5,1,0,1.0
50916,8794,Tuesdays with Morrie,liked it,3,0,0,1.0
1794,8794,"The Girl with the Dragon Tattoo (Millennium, #1)",really liked it,4,1,0,1.0
2374,8794,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",really liked it,4,1,0,1.0
12164,8842,The Great Gatsby,it was amazing,5,1,3,0.0
1293,8842,"Angels & Demons (Robert Langdon, #1)",did not like it,1,0,3,1.0
105583,8842,Divisadero,it was amazing,5,1,3,1.0
47984,8842,Bel Canto,it was amazing,5,1,3,1.0
36746,8842,The Thorn Birds,it was ok,2,0,3,1.0
40278,8842,The Hours,it was amazing,5,1,3,0.0
8862,8842,"Neuromancer (Sprawl, #1)",really liked it,4,1,3,0.0
54030,8842,Girl with a Pearl Earring,liked it,3,0,3,1.0
104578,8842,Dreaming in Cuban,liked it,3,0,3,1.0
27695,8842,The Time Traveler's Wife,liked it,3,0,3,1.0
5355,8842,"A Dance with Dragons (A Song of Ice and Fire, #5)",liked it,3,0,3,0.0
42832,8842,A Little Princess,it was amazing,5,1,1,1.0
44168,8842,The Color Purple,liked it,3,0,1,0.0
86011,8842,The Cinnamon Peeler: Selected Poems,really liked it,4,1,1,0.0
43370,8842,The Girls' Guide to Hunting and Fishing,it was amazing,5,1,1,1.0
77712,8892,The Stand,really liked it,4,1,3,1.0
43813,8892,The Rainbow,really liked it,4,1,3,1.0
108263,8892,Death in Venice,really liked it,4,1,3,1.0
167338,8892,Tender Is the Night,really liked it,4,1,3,1.0
82953,8892,The Age of Innocence,liked it,3,0,3,1.0
69474,8892,Cat's Cradle,liked it,3,0,3,1.0
105840,8892,Père Goriot,really liked it,4,1,3,1.0
51943,8892,Animal Farm,really liked it,4,1,3,0.0
34024,8892,The Curious Incident of the Dog in the Night-Time,it was amazing,5,1,3,1.0
67889,8892,"Outlander (Outlander, #1)",really liked it,4,1,3,0.0
131991,8892,Women in Love,really liked it,4,1,3,1.0
89089,8892,Washington Square,liked it,3,0,3,0.0
45275,8892,King Lear,it was amazing,5,1,3,0.0
49721,8892,Water for Elephants,liked it,3,0,3,0.0
101884,8892,Far From the Madding Crowd,liked it,3,0,3,1.0
84399,8892,The Beautiful and Damned,liked it,3,0,3,1.0
144824,8892,"Winesburg, Ohio",really liked it,4,1,3,1.0
106708,8892,Sister Carrie,really liked it,4,1,3,1.0
99031,8892,The Man in the High Castle,really liked it,4,1,3,0.0
63146,8892,The Brothers Karamazov,really liked it,4,1,3,1.0
106157,8892,The Stepford Wives,really liked it,4,1,3,1.0
73099,8892,Never Let Me Go,really liked it,4,1,3,1.0
104486,8892,Three Women,really liked it,4,1,3,1.0
45662,8892,Anna Karenina,it was amazing,5,1,3,1.0
151393,8892,Florida,really liked it,4,1,3,1.0
6418,8892,Frankenstein,really liked it,4,1,3,1.0
89273,8892,The House on Mango Street,really liked it,4,1,3,1.0
69168,8892,Under the Banner of Heaven,really liked it,4,1,3,1.0
50744,8892,Divine Secrets of the Ya-Ya Sisterhood,it was ok,2,0,3,0.0
74700,8892,Midnight's Children,really liked it,4,1,3,1.0
54523,8892,The Time Machine,liked it,3,0,3,1.0
94935,8892,Jonathan Livingston Seagull,did not like it,1,0,3,1.0
83223,8892,Ethan Frome,really liked it,4,1,3,1.0
91301,8892,Skeleton Crew,really liked it,4,1,3,1.0
55404,8892,Waiting for Godot,it was amazing,5,1,3,1.0
9557,8892,Island of the Blue Dolphins,liked it,3,0,3,1.0
107587,8892,The Eyes of the Dragon,it was amazing,5,1,3,1.0
151059,8892,The Temple of the Golden Pavilion,really liked it,4,1,3,1.0
54371,8892,Song of Solomon,it was amazing,5,1,3,1.0
157851,8892,The Quick and the Dead,really liked it,4,1,3,0.0
134117,8892,Lit,really liked it,4,1,3,1.0
120192,8892,Hopscotch,really liked it,4,1,0,1.0
171173,8892,Black Widow,it was ok,2,0,0,0.0
45143,8892,A Prayer for Owen Meany,really liked it,4,1,0,0.0
8082,8892,"The Girl Who Played with Fire (Millennium, #2)",liked it,3,0,0,0.0
32191,8892,The Witches,really liked it,4,1,0,0.0
46120,8892,The History of Love,liked it,3,0,0,1.0
107968,8892,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",really liked it,4,1,0,0.0
47631,8892,The God of Small Things,liked it,3,0,0,1.0
96710,8892,Cujo,liked it,3,0,0,0.0
142383,8892,The Passenger,liked it,3,0,0,1.0
47792,8892,The Shining,it was amazing,5,1,0,1.0
2497,8892,"Thunderball (James Bond, #9)",liked it,3,0,0,0.0
111412,8892,Nineteen Eighty-Four,it was amazing,5,1,0,0.0
96274,8892,Pet Sematary,really liked it,4,1,0,1.0
108003,8892,Dead Souls,really liked it,4,1,0,0.0
125650,8892,The Dispossessed,really liked it,4,1,0,1.0
150768,8892,Abroad,really liked it,4,1,0,0.0
146752,8892,Nana,liked it,3,0,0,0.0
87631,8892,"Weep No More, My Lady",liked it,3,0,0,1.0
57566,8892,Timeline,it was ok,2,0,0,0.0
88699,8892,Homegoing,it was amazing,5,1,0,1.0
2382,8892,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",liked it,3,0,0,1.0
90938,8892,Serena,liked it,3,0,0,1.0
45922,8928,Cutting for Stone,it was amazing,5,1,3,0.0
24296,8928,The Alchemist,liked it,3,0,3,1.0
75830,8928,"The Angel's Game (The Cemetery of Forgotten Books, #2)",it was amazing,5,1,3,1.0
81588,8928,A Fine Balance,it was amazing,5,1,3,1.0
35731,8928,Flowers for Algernon,liked it,3,0,3,1.0
171296,8928,Till We Meet Again,liked it,3,0,3,1.0
18934,8928,One Hundred Years of Solitude,it was amazing,5,1,3,1.0
999,8928,A Short History of Nearly Everything,it was amazing,5,1,3,1.0
167339,8928,Tender Is the Night,really liked it,4,1,3,1.0
62009,8928,Infidel,it was amazing,5,1,3,1.0
60788,8928,Tender at the Bone: Growing Up at the Table,it was amazing,5,1,3,1.0
157001,8928,Queen of Dreams,really liked it,4,1,3,0.0
103197,8928,"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East",really liked it,4,1,3,1.0
65895,8928,City of Thieves,it was amazing,5,1,3,1.0
84669,8928,What Is the What,it was amazing,5,1,3,1.0
82501,8928,Dress Your Family in Corduroy and Denim,liked it,3,0,3,0.0
43745,8928,The Red Tent,it was amazing,5,1,3,1.0
76198,8928,The Amazing Adventures of Kavalier & Clay,really liked it,4,1,3,1.0
9304,8928,"The Pillars of the Earth (Kingsbridge, #1)",it was ok,2,0,3,1.0
4993,8928,The Giving Tree,it was amazing,5,1,3,1.0
171288,8928,Not Me,it was ok,2,0,3,1.0
73762,8928,Year of Wonders,liked it,3,0,3,1.0
85988,8928,The Invisible Bridge,really liked it,4,1,3,0.0
94386,8928,I Am Charlotte Simmons,liked it,3,0,3,1.0
46634,8928,Middlesex,it was amazing,5,1,3,1.0
92081,8928,Back When We Were Grownups,it was ok,2,0,0,1.0
2957,8928,The BFG,it was amazing,5,1,0,0.0
85298,8928,A Spot of Bother,it was ok,2,0,0,0.0
50919,8928,Tuesdays with Morrie,it was ok,2,0,0,0.0
47424,8928,"The Giver (The Giver, #1)",really liked it,4,1,0,0.0
8242,8928,Where the Wild Things Are,it was amazing,5,1,0,0.0
68055,8928,In a Sunburned Country,it was amazing,5,1,0,0.0
58782,8928,She's Come Undone,liked it,3,0,0,1.0
700,8928,"The Hunger Games (The Hunger Games, #1)",liked it,3,0,0,0.0
1801,8928,"The Girl with the Dragon Tattoo (Millennium, #1)",it was amazing,5,1,0,0.0
59527,8928,The Lovely Bones,liked it,3,0,0,1.0
36499,8928,One Flew Over the Cuckoo's Nest,really liked it,4,1,0,0.0
3917,8928,To Kill a Mockingbird,really liked it,4,1,0,1.0
121706,8928,If You Give a Mouse a Cookie,it was amazing,5,1,0,1.0
71942,8928,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",it was amazing,5,1,0,1.0
97245,8928,Dry,liked it,3,0,0,0.0
34965,8928,The Wonderful Story of Henry Sugar and Six More,it was amazing,5,1,0,1.0
46121,8928,The History of Love,it was amazing,5,1,0,1.0
97686,8928,The Perks of Being a Wallflower,liked it,3,0,1,0.0
43158,8928,The Cider House Rules,really liked it,4,1,1,1.0
39246,8928,The Unbearable Lightness of Being,it was amazing,5,1,1,1.0
19597,8928,Lord of the Flies,it was amazing,5,1,1,1.0
61367,8928,Comfort Me with Apples: More Adventures at the Table,it was amazing,5,1,1,0.0
84672,9068,What Is the What,it was amazing,5,1,3,1.0
62067,9068,Hotel on the Corner of Bitter and Sweet,it was amazing,5,1,3,1.0
126974,9068,The Power,liked it,3,0,3,1.0
122675,9068,Afterlife,liked it,3,0,3,1.0
163163,9068,No Exit,it was amazing,5,1,3,1.0
147777,9068,Labor Day,liked it,3,0,3,1.0
139172,9068,The Forgery of Venus,did not like it,1,0,3,0.0
171366,9068,Everything Happens for a Reason,really liked it,4,1,3,1.0
159479,9068,A Concise Chinese-English Dictionary for Lovers,it was ok,2,0,3,1.0
85538,9068,The Story of Edgar Sawtelle,really liked it,4,1,3,1.0
49014,9068,The Glass Castle,it was amazing,5,1,3,1.0
9306,9068,"The Pillars of the Earth (Kingsbridge, #1)",it was amazing,5,1,3,1.0
74208,9068,Unaccustomed Earth,really liked it,4,1,3,1.0
105606,9068,Beautiful Boy: A Father's Journey Through His Son's Addiction,really liked it,4,1,0,1.0
136162,9068,"Little Chapel on the River: A Pub, a Town and the Search for What Matters Most",it was amazing,5,1,0,0.0
18094,9068,The Underground Railroad,it was amazing,5,1,0,1.0
149510,9068,"The House on Tradd Street (Tradd Street, #1)",it was ok,2,0,0,1.0
39982,9068,"Twilight (Twilight, #1)",it was amazing,5,1,0,0.0
156106,9068,The Stranger Inside,liked it,3,0,0,0.0
48405,9068,The Road,it was ok,2,0,0,0.0
1804,9068,"The Girl with the Dragon Tattoo (Millennium, #1)",really liked it,4,1,0,0.0
160081,9068,The Wedding Dress,liked it,3,0,0,0.0
8086,9068,"The Girl Who Played with Fire (Millennium, #2)",it was amazing,5,1,0,1.0
104147,9094,The Night Watch,liked it,3,0,0,1.0
153897,9094,Nights at the Circus,really liked it,4,1,3,1.0
14076,9097,"The Lord of the Rings (The Lord of the Rings, #1-3)",really liked it,4,1,3,1.0
1454,9097,"The Return of the King (The Lord of the Rings, #3)",really liked it,4,1,3,1.0
15214,9097,"The Two Towers (The Lord of the Rings, #2)",really liked it,4,1,3,1.0
26754,9097,"Ender's Game (Ender's Saga, #1)",it was amazing,5,1,3,1.0
165548,9097,Hunters and Gatherers,really liked it,4,1,3,1.0
1295,9118,"Angels & Demons (Robert Langdon, #1)",really liked it,4,1,3,1.0
34028,9118,The Curious Incident of the Dog in the Night-Time,it was ok,2,0,3,0.0
24796,9118,A Thousand Splendid Suns,liked it,3,0,3,1.0
704,9118,"The Hunger Games (The Hunger Games, #1)",really liked it,4,1,0,0.0
1805,9118,"The Girl with the Dragon Tattoo (Millennium, #1)",really liked it,4,1,0,0.0
116123,9130,"Breath, Eyes, Memory",really liked it,4,1,3,0.0
45924,9130,Cutting for Stone,really liked it,4,1,3,0.0
160929,9130,China Men,liked it,3,0,3,1.0
88230,9130,In Cold Blood,really liked it,4,1,3,0.0
129738,9130,La Perdida,did not like it,1,0,3,0.0
150607,9130,The Street,it was amazing,5,1,3,1.0
40284,9130,The Hours,really liked it,4,1,3,1.0
123216,9130,Native Speaker,really liked it,4,1,3,0.0
67322,9130,Angle of Repose,it was ok,2,0,3,1.0
43748,9130,The Red Tent,it was ok,2,0,3,1.0
5153,9130,The Remains of the Day,liked it,3,0,3,0.0
68609,9130,Dreams from My Father: A Story of Race and Inheritance,liked it,3,0,3,0.0
141582,9130,Atmospheric Disturbances,really liked it,4,1,3,1.0
129602,9130,A Gesture Life,liked it,3,0,3,1.0
156752,9130,Tracks,it was amazing,5,1,3,1.0
60749,9130,Don't Let's Go to the Dogs Tonight: An African Childhood,it was ok,2,0,3,1.0
154792,9130,A Taste of Power: A Black Woman's Story,really liked it,4,1,3,1.0
107177,9130,Love Medicine,really liked it,4,1,3,1.0
104012,9130,The Keep,it was ok,2,0,3,0.0
103628,9130,Complications: A Surgeon's Notes on an Imperfect Science,liked it,3,0,3,1.0
159491,9130,Incognegro,liked it,3,0,3,0.0
154248,9130,Krik? Krak!,it was amazing,5,1,3,0.0
116361,9130,"Messenger (The Giver, #3)",liked it,3,0,1,0.0
115911,9130,In the Heart of the Sea: The Tragedy of the Whaleship Essex,liked it,3,0,1,0.0
42236,9130,The Brief Wondrous Life of Oscar Wao,it was amazing,5,1,1,0.0
146443,9130,The Dew Breaker,really liked it,4,1,1,1.0
2756,9181,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,it was amazing,5,1,3,1.0
32739,9181,Memoirs of a Geisha,liked it,3,0,3,1.0
9307,9181,"The Pillars of the Earth (Kingsbridge, #1)",it was amazing,5,1,3,1.0
67890,9181,"Outlander (Outlander, #1)",really liked it,4,1,3,1.0
20312,9181,Romeo and Juliet,it was amazing,5,1,2,1.0
49981,9204,Crime and Punishment,it was amazing,5,1,3,1.0
71050,9204,The Gods Themselves,really liked it,4,1,3,0.0
8563,9204,"Red Mars (Mars Trilogy, #1)",liked it,3,0,3,0.0
10221,9204,Snow Crash,really liked it,4,1,3,0.0
52746,9204,Brave New World,it was amazing,5,1,3,1.0
45426,9204,To the Lighthouse,did not like it,1,0,3,1.0
4671,9204,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",liked it,3,0,3,0.0
26756,9204,"Ender's Game (Ender's Saga, #1)",really liked it,4,1,3,0.0
68706,9204,The Pearl,liked it,3,0,1,1.0
91015,9204,The Glass Menagerie,really liked it,4,1,1,1.0
16286,9204,The Adventures of Huckleberry Finn,really liked it,4,1,1,1.0
115778,9204,The Master and Margarita,really liked it,4,1,1,1.0
59532,9204,The Lovely Bones,really liked it,4,1,0,0.0
38191,9208,For Whom The Bell Tolls,it was amazing,5,1,3,1.0
25335,9208,Of Mice and Men,liked it,3,0,3,1.0
30036,9208,Othello,it was amazing,5,1,3,1.0
102202,9208,Invitation to a Beheading,liked it,3,0,3,0.0
171531,9208,Senselessness,really liked it,4,1,3,1.0
134944,9208,Wittgenstein's Mistress,really liked it,4,1,3,1.0
97012,9208,Falling Man,liked it,3,0,3,1.0
88231,9208,In Cold Blood,liked it,3,0,3,1.0
119814,9208,Johnny Got His Gun,really liked it,4,1,3,1.0
109244,9208,On Killing: The Psychological Cost of Learning to Kill in War and Society,liked it,3,0,3,1.0
103089,9208,The White Album,really liked it,4,1,3,1.0
103791,9208,The Reluctant Fundamentalist,liked it,3,0,3,1.0
86855,9208,"Go Down, Moses",really liked it,4,1,3,1.0
171543,9208,Sarajevo: A War Journal,it was amazing,5,1,3,1.0
6421,9208,Frankenstein,liked it,3,0,3,1.0
8680,9208,As I Lay Dying,really liked it,4,1,3,0.0
115264,9208,"The Crossing (The Border Trilogy, #2)",liked it,3,0,3,0.0
72746,9208,Atonement,really liked it,4,1,3,0.0
119551,9208,"The Beautiful Struggle: A Father, Two Sons and an Unlikely Road to Manhood",really liked it,4,1,3,0.0
135265,9208,This Republic of Suffering: Death and the American Civil War,really liked it,4,1,3,1.0
65930,9208,The Cold War: A New History,it was amazing,5,1,3,1.0
168610,9208,True at First Light,it was amazing,5,1,3,1.0
35414,9208,White Teeth,liked it,3,0,3,1.0
102362,9208,Oreo,really liked it,4,1,3,0.0
17183,9208,The Kite Runner,liked it,3,0,3,0.0
49982,9208,Crime and Punishment,really liked it,4,1,3,1.0
60706,9208,Born to Run,it was amazing,5,1,3,0.0
2757,9208,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,it was ok,2,0,3,1.0
53499,9208,Slaughterhouse-Five,really liked it,4,1,1,0.0
64500,9208,The Stranger,liked it,3,0,1,1.0
83449,9208,A Christmas Carol,liked it,3,0,1,1.0
38688,9208,Hamlet,it was amazing,5,1,1,1.0
104919,9208,The Jungle,liked it,3,0,1,0.0
95913,9208,Jazz,really liked it,4,1,1,1.0
119608,9208,Hard Times,it was amazing,5,1,1,1.0
14964,9208,1984,liked it,3,0,1,0.0
56280,9208,The Guns of August,it was amazing,5,1,1,0.0
76266,9208,Four Quartets,it was amazing,5,1,1,0.0
169277,9208,The Captive Mind,really liked it,4,1,1,1.0
95249,9208,In Our Time,liked it,3,0,1,1.0
92449,9208,Democracy in America,really liked it,4,1,1,1.0
32023,9208,Me Talk Pretty One Day,really liked it,4,1,1,1.0
94690,9208,The Autobiography of an Ex-Colored Man,liked it,3,0,1,1.0
141219,9208,Eichmann in Jerusalem: A Report on the Banality of Evil,really liked it,4,1,1,0.0
56369,9208,A Moveable Feast,liked it,3,0,1,1.0
41980,9208,The Picture of Dorian Gray,liked it,3,0,1,1.0
71827,9239,"The Dark Tower (The Dark Tower, #7)",it was amazing,5,1,0,1.0
130290,9239,"Bad Luck and Trouble (Jack Reacher, #11)",it was amazing,5,1,0,1.0
26277,9239,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,1.0
111892,9239,"Son of a Witch (The Wicked Years, #2)",did not like it,1,0,0,1.0
